,percentage,tierBased,maker,taker,tiers,precision,limits,id,symbol,base,quote,baseId,quoteId,type,future,spot,active,info
COMP-0625,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.0001, 'price': 0.01}","{'amount': {'min': 0.0001, 'max': None}, 'price': {'min': 0.01, 'max': None}, 'cost': {'min': None, 'max': None}}",COMP-0625,COMP-0625,COMP,USD,COMP,USD,future,True,False,True,"{'name': 'COMP-0625', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.01', 'sizeIncrement': '0.0001', 'minProvideSize': '0.0001', 'last': '312.01', 'bid': '311.57', 'ask': '312.07', 'price': '312.01', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'COMP', 'restricted': False, 'highLeverageFeeExempt': False, 'change1h': '0.007003614768912987', 'change24h': '0.004733689701809751', 'changeBod': '0.020173947161914726', 'quoteVolume24h': '1201017.328635', 'volumeUsd24h': '1201017.328635'}"
COMP-0924,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.0001, 'price': 0.01}","{'amount': {'min': 0.0001, 'max': None}, 'price': {'min': 0.01, 'max': None}, 'cost': {'min': None, 'max': None}}",COMP-0924,COMP-0924,COMP,USD,COMP,USD,future,True,False,True,"{'name': 'COMP-0924', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.01', 'sizeIncrement': '0.0001', 'minProvideSize': '0.0001', 'last': '315.81', 'bid': '316.81', 'ask': '318.12', 'price': '316.81', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'COMP', 'restricted': False, 'highLeverageFeeExempt': False, 'change1h': '0.0031982267257758073', 'change24h': '0.002055921052631579', 'changeBod': '0.020289201636018165', 'quoteVolume24h': '4364.362368', 'volumeUsd24h': '4364.362368'}"
COMP/USD,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.0001, 'price': 0.01}","{'amount': {'min': 0.0001, 'max': None}, 'price': {'min': 0.01, 'max': None}, 'cost': {'min': None, 'max': None}}",COMP/USD,COMP/USD,COMP,USD,COMP,USD,spot,False,True,True,"{'name': 'COMP/USD', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.01', 'sizeIncrement': '0.0001', 'minProvideSize': '0.0001', 'last': '310.75', 'bid': '310.61', 'ask': '310.75', 'price': '310.75', 'type': 'spot', 'baseCurrency': 'COMP', 'quoteCurrency': 'USD', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '0.007097485092040446', 'change24h': '0.006217012595926562', 'changeBod': '0.020424917085344628', 'quoteVolume24h': '1991272.897179', 'volumeUsd24h': '1991272.897179'}"
COMP/USDT,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.0001, 'price': 0.01}","{'amount': {'min': 0.0001, 'max': None}, 'price': {'min': 0.01, 'max': None}, 'cost': {'min': None, 'max': None}}",COMP/USDT,COMP/USDT,COMP,USDT,COMP,USDT,spot,False,True,True,"{'name': 'COMP/USDT', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.01', 'sizeIncrement': '0.0001', 'minProvideSize': '0.0001', 'last': '310.76', 'bid': '310.44', 'ask': '310.9', 'price': '310.76', 'type': 'spot', 'baseCurrency': 'COMP', 'quoteCurrency': 'USDT', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '0.006836222258221287', 'change24h': '0.006216811293873851', 'changeBod': '0.02116193480546793', 'quoteVolume24h': '534140.247188', 'volumeUsd24h': '534131.5674089832'}"
CONV-PERP,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 10.0, 'price': 1e-05}","{'amount': {'min': 10.0, 'max': None}, 'price': {'min': 1e-05, 'max': None}, 'cost': {'min': None, 'max': None}}",CONV-PERP,CONV-PERP,CONV,USD,CONV,USD,future,True,False,True,"{'name': 'CONV-PERP', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.00001', 'sizeIncrement': '10.0', 'minProvideSize': '10.0', 'last': '0.04192', 'bid': '0.04184', 'ask': '0.04195', 'price': '0.04192', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'CONV', 'restricted': False, 'highLeverageFeeExempt': False, 'change1h': '0.002151565861821659', 'change24h': '-0.044231646146830825', 'changeBod': '-0.021475256769374416', 'quoteVolume24h': '71891.8284', 'volumeUsd24h': '71891.8284'}"
CONV/USD,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 10.0, 'price': 1e-05}","{'amount': {'min': 10.0, 'max': None}, 'price': {'min': 1e-05, 'max': None}, 'cost': {'min': None, 'max': None}}",CONV/USD,CONV/USD,CONV,USD,CONV,USD,spot,False,True,True,"{'name': 'CONV/USD', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.00001', 'sizeIncrement': '10.0', 'minProvideSize': '10.0', 'last': '0.04195', 'bid': '0.04195', 'ask': '0.04207', 'price': '0.04195', 'type': 'spot', 'baseCurrency': 'CONV', 'quoteCurrency': 'USD', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '0.0007156488549618321', 'change24h': '-0.045071704985203735', 'changeBod': '-0.01917231704465747', 'quoteVolume24h': '100455.9114', 'volumeUsd24h': '100455.9114'}"
COPE/USD,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 1.0, 'price': 0.00025}","{'amount': {'min': 1.0, 'max': None}, 'price': {'min': 0.00025, 'max': None}, 'cost': {'min': None, 'max': None}}",COPE/USD,COPE/USD,COPE,USD,COPE,USD,spot,False,True,True,"{'name': 'COPE/USD', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.00025', 'sizeIncrement': '1.0', 'minProvideSize': '1.0', 'last': '1.7875', 'bid': '1.78775', 'ask': '1.79025', 'price': '1.78775', 'type': 'spot', 'baseCurrency': 'COPE', 'quoteCurrency': 'USD', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '-0.003067057019378224', 'change24h': '-0.04462257849031396', 'changeBod': '-0.01771978021978022', 'quoteVolume24h': '535133.6015', 'volumeUsd24h': '535133.6015'}"
CREAM-PERP,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.01, 'price': 0.05}","{'amount': {'min': 0.01, 'max': None}, 'price': {'min': 0.05, 'max': None}, 'cost': {'min': None, 'max': None}}",CREAM-PERP,CREAM-PERP,CREAM,USD,CREAM,USD,future,True,False,True,"{'name': 'CREAM-PERP', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.05', 'sizeIncrement': '0.01', 'minProvideSize': '0.01', 'last': '157.65', 'bid': '157.5', 'ask': '157.85', 'price': '157.65', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'CREAM', 'restricted': False, 'highLeverageFeeExempt': False, 'change1h': '-0.0028462998102466793', 'change24h': '-0.07210123602118894', 'changeBod': '-0.04454545454545455', 'quoteVolume24h': '1927565.138', 'volumeUsd24h': '1927565.138'}"
CREAM-0625,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.01, 'price': 0.05}","{'amount': {'min': 0.01, 'max': None}, 'price': {'min': 0.05, 'max': None}, 'cost': {'min': None, 'max': None}}",CREAM-0625,CREAM-0625,CREAM,USD,CREAM,USD,future,True,False,True,"{'name': 'CREAM-0625', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.05', 'sizeIncrement': '0.01', 'minProvideSize': '0.01', 'last': '158.05', 'bid': '156.65', 'ask': '157.35', 'price': '157.35', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'CREAM', 'restricted': False, 'highLeverageFeeExempt': False, 'change1h': '-0.0012694382735639479', 'change24h': '-0.06921029281277728', 'changeBod': '-0.04578532443905397', 'quoteVolume24h': '90168.4305', 'volumeUsd24h': '90168.4305'}"
CREAM/USD,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.01, 'price': 0.05}","{'amount': {'min': 0.01, 'max': None}, 'price': {'min': 0.05, 'max': None}, 'cost': {'min': None, 'max': None}}",CREAM/USD,CREAM/USD,CREAM,USD,CREAM,USD,spot,False,True,True,"{'name': 'CREAM/USD', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.05', 'sizeIncrement': '0.01', 'minProvideSize': '0.01', 'last': '158.1', 'bid': '157.2', 'ask': '157.85', 'price': '157.85', 'type': 'spot', 'baseCurrency': 'CREAM', 'quoteCurrency': 'USD', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '-0.005042546485975417', 'change24h': '-0.0720164609053498', 'changeBod': '-0.039549741405536964', 'quoteVolume24h': '160349.781', 'volumeUsd24h': '160349.781'}"
CREAM/USDT,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.01, 'price': 0.05}","{'amount': {'min': 0.01, 'max': None}, 'price': {'min': 0.05, 'max': None}, 'cost': {'min': None, 'max': None}}",CREAM/USDT,CREAM/USDT,CREAM,USDT,CREAM,USDT,spot,False,True,True,"{'name': 'CREAM/USDT', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.05', 'sizeIncrement': '0.01', 'minProvideSize': '0.01', 'last': '157.4', 'bid': '157.15', 'ask': '157.85', 'price': '157.4', 'type': 'spot', 'baseCurrency': 'CREAM', 'quoteCurrency': 'USDT', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '-0.00787897888433659', 'change24h': '-0.07302709069493522', 'changeBod': '-0.04577144589269476', 'quoteVolume24h': '72714.4025', 'volumeUsd24h': '72713.22089095938'}"
CRO-PERP,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 10.0, 'price': 2.5e-05}","{'amount': {'min': 10.0, 'max': None}, 'price': {'min': 2.5e-05, 'max': None}, 'cost': {'min': None, 'max': None}}",CRO-PERP,CRO-PERP,CRO,USD,CRO,USD,future,True,False,True,"{'name': 'CRO-PERP', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.000025', 'sizeIncrement': '10.0', 'minProvideSize': '10.0', 'last': '0.11505', 'bid': '0.1153', 'ask': '0.115575', 'price': '0.1153', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'CRO', 'restricted': False, 'highLeverageFeeExempt': False, 'change1h': '0.004136729806226867', 'change24h': '-0.0010829542993285683', 'changeBod': '0.019226519337016575', 'quoteVolume24h': '500526.865', 'volumeUsd24h': '500526.865'}"
CRO/USD,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 10.0, 'price': 2.5e-05}","{'amount': {'min': 10.0, 'max': None}, 'price': {'min': 2.5e-05, 'max': None}, 'cost': {'min': None, 'max': None}}",CRO/USD,CRO/USD,CRO,USD,CRO,USD,spot,False,True,True,"{'name': 'CRO/USD', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.000025', 'sizeIncrement': '10.0', 'minProvideSize': '10.0', 'last': '0.115475', 'bid': '0.1152', 'ask': '0.1157', 'price': '0.115475', 'type': 'spot', 'baseCurrency': 'CRO', 'quoteCurrency': 'USD', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '0.004348771472059143', 'change24h': '-0.004740357681534152', 'changeBod': '0.01740088105726872', 'quoteVolume24h': '15386.16725', 'volumeUsd24h': '15386.16725'}"
